X,Y,Bed
447180.0,-1066600.0,-273.01
447170.0,-1066600.0,-273.01
447160.0,-1066600.0,-280.67
447160.0,-1066600.0,-289.13
447150.0,-1066600.0,-297.6
447150.0,-1066600.0,-321.37
447140.0,-1066600.0,-331.46
447130.0,-1066600.0,-332.27
447130.0,-1066700.0,-332.28
447120.0,-1066700.0,-332.28
447110.0,-1066700.0,-332.28
447110.0,-1066700.0,-332.28
447100.0,-1066700.0,-332.28
447100.0,-1066700.0,-332.28
447090.0,-1066700.0,-332.28
447080.0,-1066800.0,-332.28
447080.0,-1066800.0,-324.66
447070.0,-1066800.0,-323.8
447060.0,-1066800.0,-323.8
447060.0,-1066800.0,-323.78
447050.0,-1066800.0,-323.77
447050.0,-1066800.0,-323.77
447040.0,-1066800.0,-323.76
447030.0,-1066900.0,-323.74
447030.0,-1066900.0,-323.73
447020.0,-1066900.0,-316.15
447010.0,-1066900.0,-315.25
447010.0,-1066900.0,-315.23
447000.0,-1066900.0,-307.69
447000.0,-1066900.0,-306.75
446990.0,-1066900.0,-306.75
446980.0,-1067000.0,-306.74
446980.0,-1067000.0,-299.2
446970.0,-1067000.0,-298.27
446960.0,-1067000.0,-298.26
446960.0,-1067000.0,-298.25
446950.0,-1067000.0,-298.24
446950.0,-1067000.0,-298.24
446940.0,-1067000.0,-298.22
446930.0,-1067100.0,-298.22
446930.0,-1067100.0,-298.2
446920.0,-1067100.0,-298.18
446920.0,-1067100.0,-298.16
446910.0,-1067100.0,-298.12
446900.0,-1067100.0,-298.1
446900.0,-1067100.0,-298.07
446890.0,-1067100.0,-298.04
446880.0,-1067200.0,-298.01
446880.0,-1067200.0,-297.98
446870.0,-1067200.0,-305.41
446870.0,-1067200.0,-306.38
446860.0,-1067200.0,-306.35
446850.0,-1067200.0,-306.31
446850.0,-1067200.0,-306.28
446840.0,-1067300.0,-328.51
446840.0,-1067300.0,-353.86
446830.0,-1067300.0,-371.8
446820.0,-1067300.0,-373.87
446820.0,-1067300.0,-373.85
446810.0,-1067300.0,-373.83
446810.0,-1067300.0,-373.8
446800.0,-1067300.0,-373.78
446790.0,-1067400.0,-373.77
446790.0,-1067400.0,-373.76
446780.0,-1067400.0,-373.75
446780.0,-1067400.0,-373.74
446770.0,-1067400.0,-373.74
446760.0,-1067400.0,-373.73
446760.0,-1067400.0,-373.73
446750.0,-1067400.0,-373.73
446750.0,-1067500.0,-373.73
446740.0,-1067500.0,-373.74
446730.0,-1067500.0,-373.75
446730.0,-1067500.0,-373.76
446720.0,-1067500.0,-373.76
446720.0,-1067500.0,-373.76
446710.0,-1067500.0,-373.77
446710.0,-1067600.0,-373.78
446700.0,-1067600.0,-373.79
446690.0,-1067600.0,-373.79
446690.0,-1067600.0,-373.8
446680.0,-1067600.0,-373.81
446680.0,-1067600.0,-373.82
446670.0,-1067600.0,-373.81
446670.0,-1067600.0,-373.82
446660.0,-1067700.0,-373.83
446660.0,-1067700.0,-373.84
446650.0,-1067700.0,-373.85
446640.0,-1067700.0,-373.86
446640.0,-1067700.0,-373.87
446630.0,-1067700.0,-395.68
446630.0,-1067700.0,-421.08
446620.0,-1067800.0,-431.94
446620.0,-1067800.0,-433.15
446610.0,-1067800.0,-433.16
446610.0,-1067800.0,-433.17
446600.0,-1067800.0,-433.17
446600.0,-1067800.0,-433.17
446590.0,-1067800.0,-433.18
446590.0,-1067800.0,-425.95
446580.0,-1067900.0,-424.71
446580.0,-1067900.0,-424.71
446570.0,-1067900.0,-424.72
446570.0,-1067900.0,-424.72
446560.0,-1067900.0,-424.72
446560.0,-1067900.0,-417.52
446550.0,-1067900.0,-416.25
446550.0,-1068000.0,-416.24
446540.0,-1068000.0,-416.24
446540.0,-1068000.0,-416.23
446530.0,-1068000.0,-416.23
446530.0,-1068000.0,-416.22
446520.0,-1068000.0,-416.22
446520.0,-1068000.0,-416.21
446520.0,-1068000.0,-416.21
446510.0,-1068100.0,-416.21
446510.0,-1068100.0,-416.2
446500.0,-1068100.0,-416.21
446500.0,-1068100.0,-416.2
446490.0,-1068100.0,-416.2
446490.0,-1068100.0,-409.06
446480.0,-1068100.0,-407.72
446480.0,-1068200.0,-407.71
446480.0,-1068200.0,-400.58
446470.0,-1068200.0,-393.71
446470.0,-1068200.0,-392.66
446460.0,-1068200.0,-392.64
446460.0,-1068200.0,-392.64
446450.0,-1068200.0,-392.62
446450.0,-1068300.0,-392.62
446450.0,-1068300.0,-399.68
446440.0,-1068300.0,-401.06
446440.0,-1068300.0,-401.05
446430.0,-1068300.0,-401.04
446430.0,-1068300.0,-401.04
446420.0,-1068300.0,-401.03
446420.0,-1068300.0,-408.1
446420.0,-1068400.0,-409.49
446410.0,-1068400.0,-409.48
446410.0,-1068400.0,-409.48
446400.0,-1068400.0,-409.48
446400.0,-1068400.0,-409.49
446400.0,-1068400.0,-409.48
446390.0,-1068400.0,-409.49
446390.0,-1068500.0,-409.48
446380.0,-1068500.0,-409.49
446380.0,-1068500.0,-409.48
446380.0,-1068500.0,-409.48
446370.0,-1068500.0,-402.48
446370.0,-1068500.0,-401.01
446360.0,-1068500.0,-401.01
446360.0,-1068600.0,-401.0
446360.0,-1068600.0,-401.0
446350.0,-1068600.0,-401.0
446350.0,-1068600.0,-400.99
446350.0,-1068600.0,-400.99
446340.0,-1068600.0,-400.99
446340.0,-1068600.0,-400.99
446330.0,-1068600.0,-400.99
446330.0,-1068700.0,-400.98
446330.0,-1068700.0,-400.99
446320.0,-1068700.0,-400.99
446320.0,-1068700.0,-400.99
446320.0,-1068700.0,-407.92
446310.0,-1068700.0,-409.47
446310.0,-1068700.0,-409.47
446310.0,-1068800.0,-409.48
446300.0,-1068800.0,-409.48
446300.0,-1068800.0,-409.48
446290.0,-1068800.0,-409.49
446290.0,-1068800.0,-409.5
446290.0,-1068800.0,-409.51
446280.0,-1068800.0,-409.51
446280.0,-1068900.0,-409.52
446280.0,-1068900.0,-409.53
446270.0,-1068900.0,-409.52
446270.0,-1068900.0,-409.53
446270.0,-1068900.0,-409.52
446260.0,-1068900.0,-409.51
446260.0,-1068900.0,-409.51
446260.0,-1069000.0,-409.51
446250.0,-1069000.0,-409.49
446250.0,-1069000.0,-409.48
446250.0,-1069000.0,-409.47
446240.0,-1069000.0,-409.46
446240.0,-1069000.0,-409.44
446240.0,-1069000.0,-409.43
446230.0,-1069000.0,-409.41
446230.0,-1069100.0,-416.22
446230.0,-1069100.0,-417.85
446220.0,-1069100.0,-417.84
446220.0,-1069100.0,-417.83
446220.0,-1069100.0,-397.41
446210.0,-1069100.0,-372.01
446210.0,-1069100.0,-367.04
446210.0,-1069200.0,-367.04
446200.0,-1069200.0,-367.04
446200.0,-1069200.0,-367.04
446200.0,-1069200.0,-367.05
446190.0,-1069200.0,-367.05
446190.0,-1069200.0,-367.06
446190.0,-1069200.0,-367.05
446180.0,-1069300.0,-367.06
446180.0,-1069300.0,-367.07
446180.0,-1069300.0,-367.07
446180.0,-1069300.0,-367.08
446170.0,-1069300.0,-367.09
446170.0,-1069300.0,-367.1
446170.0,-1069300.0,-367.1
446160.0,-1069400.0,-367.11
446160.0,-1069400.0,-367.13
446160.0,-1069400.0,-367.14
446160.0,-1069400.0,-367.15
446150.0,-1069400.0,-367.17
446150.0,-1069400.0,-367.19
446150.0,-1069400.0,-380.59
446150.0,-1069400.0,-384.14
446140.0,-1069500.0,-390.85
446140.0,-1069500.0,-392.64
446140.0,-1069500.0,-392.65
446140.0,-1069500.0,-392.67
446130.0,-1069500.0,-392.69
446130.0,-1069500.0,-392.71
446130.0,-1069500.0,-412.7
446130.0,-1069600.0,-438.09
446120.0,-1069600.0,-463.5
446120.0,-1069600.0,-468.93
446120.0,-1069600.0,-468.95
446120.0,-1069600.0,-468.97
446120.0,-1069600.0,-468.99
446110.0,-1069600.0,-469.0
446110.0,-1069700.0,-474.14
446110.0,-1069700.0,-474.12
446100.0,-1069700.0,-474.11
446100.0,-1069700.0,-472.95
446100.0,-1069700.0,-464.46
446100.0,-1069700.0,-455.99
446100.0,-1069800.0,-448.66
446090.0,-1069800.0,-448.64
446090.0,-1069800.0,-448.62
446090.0,-1069800.0,-448.61
446090.0,-1069800.0,-450.52
446090.0,-1069800.0,-448.64
446090.0,-1069800.0,-446.74
446080.0,-1069900.0,-444.85
446080.0,-1069900.0,-442.96
446080.0,-1069900.0,-441.06
446080.0,-1069900.0,-439.16
446080.0,-1069900.0,-437.26
446080.0,-1069900.0,-426.39
446070.0,-1070000.0,-415.52
446070.0,-1070000.0,-404.67
446070.0,-1070000.0,-393.81
446070.0,-1070000.0,-385.71
446070.0,-1070000.0,-377.6
446070.0,-1070000.0,-369.5
446060.0,-1070000.0,-361.39
446060.0,-1070100.0,-353.28
446060.0,-1070100.0,-345.17
446060.0,-1070100.0,-337.05
446060.0,-1070100.0,-334.63
446060.0,-1070100.0,-332.21
446060.0,-1070100.0,-329.79
446060.0,-1070100.0,-327.38
446050.0,-1070200.0,-324.96
446050.0,-1070200.0,-322.54
446050.0,-1070200.0,-320.13
446050.0,-1070200.0,-317.72
446050.0,-1070200.0,-315.31
446050.0,-1070200.0,-312.9
446050.0,-1070200.0,-310.49
446050.0,-1070300.0,-303.87
446050.0,-1070300.0,-303.84
446050.0,-1070300.0,-306.76
446040.0,-1070300.0,-329.18
446040.0,-1070300.0,-329.15
446040.0,-1070300.0,-330.12
446040.0,-1070300.0,-337.57
446040.0,-1070400.0,-337.55
446040.0,-1070400.0,-337.52
446040.0,-1070400.0,-337.49
446040.0,-1070400.0,-336.52
446040.0,-1070400.0,-328.97
446040.0,-1070400.0,-328.0
446040.0,-1070400.0,-320.46
446040.0,-1070500.0,-320.42
446030.0,-1070500.0,-320.4
446030.0,-1070500.0,-320.37
446030.0,-1070500.0,-320.35
446030.0,-1070500.0,-320.32
446030.0,-1070500.0,-322.12
446030.0,-1070500.0,-339.94
446030.0,-1070600.0,-365.3
446030.0,-1070600.0,-390.66
446030.0,-1070600.0,-415.93
446030.0,-1070600.0,-439.54
446030.0,-1070600.0,-447.1
446030.0,-1070600.0,-447.07
446030.0,-1070600.0,-447.05
446030.0,-1070700.0,-447.02
446030.0,-1070700.0,-446.99
446030.0,-1070700.0,-446.96
446030.0,-1070700.0,-446.93
446030.0,-1070700.0,-446.9
446020.0,-1070700.0,-446.87
446020.0,-1070700.0,-446.84
446020.0,-1070800.0,-446.82
446020.0,-1070800.0,-446.79
446020.0,-1070800.0,-446.77
446020.0,-1070800.0,-446.74
446020.0,-1070800.0,-446.72
446020.0,-1070800.0,-446.69
446020.0,-1070800.0,-446.67
446020.0,-1070900.0,-446.03
446020.0,-1070900.0,-442.51
446020.0,-1070900.0,-466.27
446020.0,-1070900.0,-473.9
446020.0,-1070900.0,-473.88
446020.0,-1070900.0,-474.68
446020.0,-1070900.0,-482.32
446020.0,-1071000.0,-482.31
446020.0,-1071000.0,-482.31
446020.0,-1071000.0,-482.3
446020.0,-1071000.0,-482.3
446020.0,-1071000.0,-482.29
446020.0,-1071000.0,-482.29
446020.0,-1071000.0,-483.07
446020.0,-1071100.0,-490.74
446020.0,-1071100.0,-490.74
446020.0,-1071100.0,-490.73
446020.0,-1071100.0,-490.72
446020.0,-1071100.0,-490.7
446020.0,-1071100.0,-490.69
446020.0,-1071200.0,-489.92
446020.0,-1071200.0,-481.45
446020.0,-1071200.0,-473.0
446020.0,-1071200.0,-465.24
446020.0,-1071200.0,-464.5
446020.0,-1071200.0,-454.6
446020.0,-1071200.0,-429.9
446020.0,-1071300.0,-414.38
446020.0,-1071300.0,-414.37
446020.0,-1071300.0,-414.34
446020.0,-1071300.0,-414.32
446020.0,-1071300.0,-414.31
446020.0,-1071300.0,-414.28
446020.0,-1071300.0,-414.26
446020.0,-1071400.0,-414.92
446020.0,-1071400.0,-422.69
446020.0,-1071400.0,-422.67
446020.0,-1071400.0,-424.68
446020.0,-1071400.0,-449.95
446020.0,-1071400.0,-473.39
446020.0,-1071400.0,-473.37
446020.0,-1071500.0,-473.35
446020.0,-1071500.0,-473.34
446020.0,-1071500.0,-473.32
446020.0,-1071500.0,-473.3
446020.0,-1071500.0,-473.29
446020.0,-1071500.0,-473.27
446020.0,-1071500.0,-473.86
446020.0,-1071600.0,-481.7
446010.0,-1071600.0,-481.68
446010.0,-1071600.0,-481.66
446010.0,-1071600.0,-481.64
446010.0,-1071600.0,-481.62
446010.0,-1071600.0,-481.6
446010.0,-1071600.0,-481.59
446010.0,-1071700.0,-479.84
446010.0,-1071700.0,-454.43
446010.0,-1071700.0,-430.18
446010.0,-1071700.0,-422.28
446010.0,-1071700.0,-422.26
446010.0,-1071700.0,-422.24
446010.0,-1071700.0,-421.65
446010.0,-1071800.0,-412.02
446010.0,-1071800.0,-386.73
446010.0,-1071800.0,-362.93
446010.0,-1071800.0,-362.92
446010.0,-1071800.0,-362.89
446010.0,-1071800.0,-362.88
446010.0,-1071800.0,-362.86
446010.0,-1071900.0,-363.93
446010.0,-1071900.0,-381.37
446010.0,-1071900.0,-405.64
446010.0,-1071900.0,-413.58
446010.0,-1071900.0,-413.56
446010.0,-1071900.0,-413.55
446010.0,-1071900.0,-413.53
446010.0,-1072000.0,-415.04
446010.0,-1072000.0,-440.42
446010.0,-1072000.0,-464.77
446010.0,-1072000.0,-472.72
446010.0,-1072000.0,-472.7
446010.0,-1072000.0,-472.22
446010.0,-1072000.0,-464.22
446010.0,-1072100.0,-464.22
446010.0,-1072100.0,-464.21
446010.0,-1072100.0,-462.78
446010.0,-1072100.0,-437.38
446010.0,-1072100.0,-412.53
446010.0,-1072100.0,-396.48
446010.0,-1072100.0,-396.48
446010.0,-1072200.0,-396.47
446010.0,-1072200.0,-396.47
446010.0,-1072200.0,-396.46
446010.0,-1072200.0,-396.47
446010.0,-1072200.0,-396.47
446010.0,-1072200.0,-396.87
446010.0,-1072200.0,-404.92
446010.0,-1072300.0,-404.92
446010.0,-1072300.0,-405.33
446010.0,-1072300.0,-413.39
446010.0,-1072300.0,-413.38
446010.0,-1072300.0,-413.39
446010.0,-1072300.0,-413.39
446010.0,-1072300.0,-413.39
446010.0,-1072400.0,-413.4
446010.0,-1072400.0,-413.4
446010.0,-1072400.0,-413.77
446010.0,-1072400.0,-422.98
446010.0,-1072400.0,-448.37
446010.0,-1072400.0,-473.38
446010.0,-1072400.0,-489.92
446010.0,-1072500.0,-497.99
446010.0,-1072500.0,-497.97
446010.0,-1072500.0,-497.27
446010.0,-1072500.0,-480.31
446010.0,-1072500.0,-464.04
446010.0,-1072500.0,-464.01
446010.0,-1072500.0,-463.98
446010.0,-1072600.0,-463.94
446010.0,-1072600.0,-462.88
446010.0,-1072600.0,-438.16
446010.0,-1072600.0,-429.96
446010.0,-1072600.0,-429.92
446010.0,-1072600.0,-429.88
446010.0,-1072600.0,-429.85
446010.0,-1072700.0,-429.81
446010.0,-1072700.0,-429.78
446010.0,-1072700.0,-429.75
446010.0,-1072700.0,-429.72
446010.0,-1072700.0,-429.69
446010.0,-1072700.0,-429.66
446020.0,-1072700.0,-429.65
446020.0,-1072800.0,-429.91
446020.0,-1072800.0,-438.08
446020.0,-1072800.0,-438.07
446020.0,-1072800.0,-438.61
446020.0,-1072800.0,-455.7
446020.0,-1072800.0,-480.37
446020.0,-1072800.0,-480.18
446020.0,-1072900.0,-473.57
446020.0,-1072900.0,-465.35
446020.0,-1072900.0,-465.35
446020.0,-1072900.0,-465.12
446020.0,-1072900.0,-456.89
446020.0,-1072900.0,-456.9
446020.0,-1072900.0,-456.91
446020.0,-1073000.0,-456.91
446020.0,-1073000.0,-456.91
446020.0,-1073000.0,-456.9
446020.0,-1073000.0,-456.91
446020.0,-1073000.0,-456.91
446030.0,-1073000.0,-456.91
446030.0,-1073000.0,-456.9
446030.0,-1073100.0,-457.07
446030.0,-1073100.0,-465.34
446030.0,-1073100.0,-465.84
446030.0,-1073100.0,-491.21
446030.0,-1073100.0,-516.4
446030.0,-1073100.0,-533.14
446030.0,-1073100.0,-541.91
446030.0,-1073200.0,-567.03
446030.0,-1073200.0,-583.65
446030.0,-1073200.0,-583.61
446040.0,-1073200.0,-583.57
446040.0,-1073200.0,-583.54
446040.0,-1073200.0,-583.49
446040.0,-1073200.0,-583.44
446040.0,-1073300.0,-583.38
446040.0,-1073300.0,-583.32
446040.0,-1073300.0,-583.25
446040.0,-1073300.0,-583.18
446040.0,-1073300.0,-583.11
446050.0,-1073300.0,-583.03
446050.0,-1073300.0,-582.95
446050.0,-1073400.0,-582.85
446050.0,-1073400.0,-582.66
446050.0,-1073400.0,-574.19
446050.0,-1073400.0,-574.08
446050.0,-1073400.0,-573.96
446050.0,-1073400.0,-573.61
446060.0,-1073400.0,-548.07
446060.0,-1073500.0,-522.52
446060.0,-1073500.0,-497.19
446060.0,-1073500.0,-497.02
446060.0,-1073500.0,-496.83
446060.0,-1073500.0,-496.66
446060.0,-1073500.0,-496.46
446070.0,-1073500.0,-496.27
446070.0,-1073600.0,-496.1
446070.0,-1073600.0,-502.42
446070.0,-1073600.0,-502.2
446070.0,-1073600.0,-501.98
446070.0,-1073600.0,-501.75
446070.0,-1073600.0,-501.52
446080.0,-1073600.0,-501.29
446080.0,-1073700.0,-501.05
446080.0,-1073700.0,-500.81
446080.0,-1073700.0,-500.57
446080.0,-1073700.0,-500.33
446080.0,-1073700.0,-500.07
446080.0,-1073700.0,-499.82
446090.0,-1073700.0,-499.57
446090.0,-1073700.0,-499.32
446090.0,-1073800.0,-499.07
446090.0,-1073800.0,-498.83
446090.0,-1073800.0,-498.57
446090.0,-1073800.0,-489.89
446090.0,-1073800.0,-489.61
446100.0,-1073800.0,-489.37
446100.0,-1073800.0,-489.12
446100.0,-1073900.0,-488.88
446100.0,-1073900.0,-488.64
446100.0,-1073900.0,-488.4
446100.0,-1073900.0,-488.16
446110.0,-1073900.0,-487.92
446110.0,-1073900.0,-496.07
446110.0,-1073900.0,-495.9
446110.0,-1074000.0,-504.05
446110.0,-1074000.0,-503.88
446110.0,-1074000.0,-503.65
446110.0,-1074000.0,-503.41
446120.0,-1074000.0,-503.18
446120.0,-1074000.0,-502.95
446120.0,-1074000.0,-502.72
446120.0,-1074100.0,-502.49
446120.0,-1074100.0,-502.27
446120.0,-1074100.0,-502.03
446130.0,-1074100.0,-508.27
446130.0,-1074100.0,-508.14
446130.0,-1074100.0,-507.92
446130.0,-1074100.0,-507.7
446130.0,-1074100.0,-499.15
446130.0,-1074200.0,-498.8
446140.0,-1074200.0,-498.58
446140.0,-1074200.0,-498.37
446140.0,-1074200.0,-498.15
446140.0,-1074200.0,-497.93
446140.0,-1074200.0,-497.72
446140.0,-1074200.0,-497.5
446150.0,-1074300.0,-497.28
446150.0,-1074300.0,-488.76
446150.0,-1074300.0,-488.37
446150.0,-1074300.0,-488.14
446150.0,-1074300.0,-487.92
446150.0,-1074300.0,-487.7
446160.0,-1074300.0,-487.48
446160.0,-1074400.0,-487.25
446160.0,-1074400.0,-487.04
446160.0,-1074400.0,-486.82
446160.0,-1074400.0,-486.59
446160.0,-1074400.0,-486.37
446170.0,-1074400.0,-486.16
446170.0,-1074400.0,-492.31
446170.0,-1074500.0,-492.26
446170.0,-1074500.0,-492.05
446170.0,-1074500.0,-500.06
446170.0,-1074500.0,-500.06
446180.0,-1074500.0,-499.85
446180.0,-1074500.0,-507.83
446180.0,-1074500.0,-507.88
446180.0,-1074600.0,-497.44
446180.0,-1074600.0,-497.03
446190.0,-1074600.0,-496.63
446190.0,-1074600.0,-496.23
446190.0,-1074600.0,-496.97
446190.0,-1074600.0,-503.89
446190.0,-1074600.0,-503.49
446200.0,-1074700.0,-503.07
446200.0,-1074700.0,-502.65
446200.0,-1074700.0,-502.22
446200.0,-1074700.0,-501.79
446200.0,-1074700.0,-501.35
446210.0,-1074700.0,-500.91
446210.0,-1074700.0,-500.46
446210.0,-1074800.0,-500.0
446210.0,-1074800.0,-499.54
446210.0,-1074800.0,-499.06
446220.0,-1074800.0,-498.57
446220.0,-1074800.0,-498.08
446220.0,-1074800.0,-494.33
446220.0,-1074800.0,-469.52
446220.0,-1074900.0,-454.23
446220.0,-1074900.0,-454.76
446230.0,-1074900.0,-461.64
446230.0,-1074900.0,-461.1
446230.0,-1074900.0,-460.57
446230.0,-1074900.0,-461.89
446230.0,-1075000.0,-475.55
446240.0,-1075000.0,-482.42
446240.0,-1075000.0,-481.88
446240.0,-1075000.0,-483.36
446240.0,-1075000.0,-497.69
446240.0,-1075000.0,-497.13
446250.0,-1075000.0,-496.57
446250.0,-1075100.0,-496.0
446250.0,-1075100.0,-495.44
446250.0,-1075100.0,-494.86
446250.0,-1075100.0,-494.29
446260.0,-1075100.0,-493.71
446260.0,-1075100.0,-491.17
446260.0,-1075100.0,-475.64
446260.0,-1075200.0,-475.07
446260.0,-1075200.0,-474.5
446270.0,-1075200.0,-473.94
446270.0,-1075200.0,-472.43
446270.0,-1075200.0,-464.36
446270.0,-1075200.0,-463.8
446270.0,-1075200.0,-463.25
446280.0,-1075300.0,-462.71
446280.0,-1075300.0,-463.63
446280.0,-1075300.0,-474.71
446280.0,-1075300.0,-474.19
446280.0,-1075300.0,-473.65
446290.0,-1075300.0,-473.11
446290.0,-1075300.0,-472.56
446290.0,-1075400.0,-471.1
446290.0,-1075400.0,-463.02
446290.0,-1075400.0,-462.49
446300.0,-1075400.0,-461.95
446300.0,-1075400.0,-461.41
446300.0,-1075400.0,-460.87
446300.0,-1075400.0,-461.03
446310.0,-1075500.0,-466.36
446310.0,-1075500.0,-465.83
446310.0,-1075500.0,-465.29
446310.0,-1075500.0,-464.75
446320.0,-1075500.0,-464.22
446320.0,-1075500.0,-463.69
446320.0,-1075500.0,-463.15
446320.0,-1075500.0,-462.62
446320.0,-1075600.0,-462.1
446330.0,-1075600.0,-461.59
446330.0,-1075600.0,-461.09
446330.0,-1075600.0,-460.58
446330.0,-1075600.0,-460.09
446340.0,-1075600.0,-459.6
446340.0,-1075600.0,-459.12
446340.0,-1075700.0,-458.64
446340.0,-1075700.0,-458.17
446350.0,-1075700.0,-457.71
446350.0,-1075700.0,-457.25
446350.0,-1075700.0,-456.8
446350.0,-1075700.0,-456.37
446360.0,-1075700.0,-455.92
446360.0,-1075800.0,-455.48
446360.0,-1075800.0,-455.65
446360.0,-1075800.0,-461.15
446370.0,-1075800.0,-460.7
446370.0,-1075800.0,-460.26
446370.0,-1075800.0,-459.81
446370.0,-1075800.0,-459.38
446380.0,-1075900.0,-458.93
446380.0,-1075900.0,-458.49
446380.0,-1075900.0,-458.06
446390.0,-1075900.0,-457.63
446390.0,-1075900.0,-457.96
446390.0,-1075900.0,-465.24
446390.0,-1075900.0,-464.81
446400.0,-1076000.0,-464.39
446400.0,-1076000.0,-463.97
446400.0,-1076000.0,-463.55
446400.0,-1076000.0,-463.13
446410.0,-1076000.0,-462.72
446410.0,-1076000.0,-462.3
446410.0,-1076000.0,-461.88
446410.0,-1076100.0,-461.46
446420.0,-1076100.0,-461.04
446420.0,-1076100.0,-460.63
446420.0,-1076100.0,-460.21
446420.0,-1076100.0,-459.78
446430.0,-1076100.0,-459.36
446430.0,-1076100.0,-458.93
446430.0,-1076200.0,-458.51
446440.0,-1076200.0,-458.08
446440.0,-1076200.0,-457.67
446440.0,-1076200.0,-457.25
446440.0,-1076200.0,-456.83
446450.0,-1076200.0,-456.41
446450.0,-1076200.0,-456.0
446450.0,-1076200.0,-455.58
446450.0,-1076300.0,-455.17
446460.0,-1076300.0,-454.75
446460.0,-1076300.0,-454.34
446460.0,-1076300.0,-453.93
446460.0,-1076300.0,-453.51
446470.0,-1076300.0,-453.09
446470.0,-1076300.0,-452.68
446470.0,-1076400.0,-452.26
446470.0,-1076400.0,-452.43
446480.0,-1076400.0,-459.89
446480.0,-1076400.0,-459.47
446480.0,-1076400.0,-459.04
446490.0,-1076400.0,-458.62
446490.0,-1076400.0,-458.21
446490.0,-1076500.0,-457.78
446490.0,-1076500.0,-457.37
446500.0,-1076500.0,-457.51
446500.0,-1076500.0,-465.0
446500.0,-1076500.0,-464.59
446510.0,-1076500.0,-464.17
446510.0,-1076500.0,-463.76
446510.0,-1076600.0,-463.36
446510.0,-1076600.0,-462.94
446520.0,-1076600.0,-460.5
446520.0,-1076600.0,-429.11
446520.0,-1076600.0,-421.31
446530.0,-1076600.0,-420.9
446530.0,-1076600.0,-420.5
446530.0,-1076700.0,-420.11
446530.0,-1076700.0,-419.71
446540.0,-1076700.0,-419.32
446540.0,-1076700.0,-418.93
446540.0,-1076700.0,-419.03
446550.0,-1076700.0,-426.61
446550.0,-1076700.0,-426.23
446550.0,-1076700.0,-425.84
446560.0,-1076800.0,-425.44
446560.0,-1076800.0,-425.55
446560.0,-1076800.0,-433.12
446560.0,-1076800.0,-433.19
446570.0,-1076800.0,-440.8
446570.0,-1076800.0,-440.4
446570.0,-1076800.0,-440.01
446580.0,-1076900.0,-439.61
446580.0,-1076900.0,-439.22
446580.0,-1076900.0,-438.81
446590.0,-1076900.0,-438.42
446590.0,-1076900.0,-438.01
446590.0,-1076900.0,-437.62
446600.0,-1076900.0,-437.23
446600.0,-1077000.0,-436.84
446600.0,-1077000.0,-436.46
446610.0,-1077000.0,-436.09
446610.0,-1077000.0,-435.3
446610.0,-1077000.0,-426.92
446620.0,-1077000.0,-426.58
446620.0,-1077000.0,-426.24
446620.0,-1077100.0,-425.93
446630.0,-1077100.0,-425.61
446630.0,-1077100.0,-425.29
446630.0,-1077100.0,-424.98
446640.0,-1077100.0,-424.67
446640.0,-1077100.0,-424.37
446640.0,-1077100.0,-424.06
446650.0,-1077100.0,-423.39
446650.0,-1077200.0,-414.98
446650.0,-1077200.0,-414.68
446660.0,-1077200.0,-414.37
446660.0,-1077200.0,-414.07
446660.0,-1077200.0,-413.75
446670.0,-1077200.0,-413.44
446670.0,-1077200.0,-413.14
446670.0,-1077300.0,-412.82
446680.0,-1077300.0,-412.49
446680.0,-1077300.0,-412.17
446680.0,-1077300.0,-411.85
446690.0,-1077300.0,-411.51
446690.0,-1077300.0,-410.88
446690.0,-1077300.0,-402.39
446700.0,-1077400.0,-402.04
446700.0,-1077400.0,-401.7
446710.0,-1077400.0,-401.36
446710.0,-1077400.0,-401.02
446710.0,-1077400.0,-400.67
446720.0,-1077400.0,-400.33
446720.0,-1077400.0,-399.99
446720.0,-1077400.0,-399.65
446730.0,-1077500.0,-399.58
446730.0,-1077500.0,-407.43
446730.0,-1077500.0,-407.1
446740.0,-1077500.0,-406.76
446740.0,-1077500.0,-406.42
446740.0,-1077500.0,-406.08
446750.0,-1077500.0,-405.74
446750.0,-1077600.0,-405.41
446750.0,-1077600.0,-405.08
446760.0,-1077600.0,-404.75
446760.0,-1077600.0,-404.42
446760.0,-1077600.0,-404.09
446770.0,-1077600.0,-404.0
446770.0,-1077600.0,-411.9
446780.0,-1077700.0,-411.58
446780.0,-1077700.0,-411.25
446780.0,-1077700.0,-410.93
446790.0,-1077700.0,-410.8
446790.0,-1077700.0,-418.73
446790.0,-1077700.0,-418.57
446800.0,-1077700.0,-424.84
446800.0,-1077700.0,-432.78
446800.0,-1077800.0,-432.45
446810.0,-1077800.0,-432.28
446810.0,-1077800.0,-440.23
446820.0,-1077800.0,-439.89
446820.0,-1077800.0,-440.06
446820.0,-1077800.0,-465.1
446830.0,-1077800.0,-490.04
446830.0,-1077900.0,-514.79
446830.0,-1077900.0,-522.76
446840.0,-1077900.0,-522.54
446840.0,-1077900.0,-530.5
446840.0,-1077900.0,-530.13
446850.0,-1077900.0,-529.76
446850.0,-1077900.0,-529.39
446860.0,-1078000.0,-529.03
446860.0,-1078000.0,-528.67
446860.0,-1078000.0,-528.3
446870.0,-1078000.0,-527.62
446870.0,-1078000.0,-501.98
446870.0,-1078000.0,-484.91
446880.0,-1078000.0,-484.62
